State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.94	219	0.0	True
0	beta	0.93	219	0.0	True
0	frontal_alpha	0.63	219	0.0	True
0	frontal_theta	0.59	219	0.0	True
0	gamma	0.8	219	0.0	True
0	hf-hrv	0.94	219	0.0	True
0	ibi	0.99	219	0.342	False
0	posterior_alpha	0.64	219	0.0	True
0	valence	0.89	219	0.0	True
1	arousal	0.8	426	0.0	True
1	beta	0.7	426	0.0	True
1	frontal_alpha	0.65	426	0.0	True
1	frontal_theta	0.79	426	0.0	True
1	gamma	0.8	426	0.0	True
1	hf-hrv	0.94	426	0.0	True
1	ibi	0.99	426	0.002	True
1	posterior_alpha	0.72	426	0.0	True
1	valence	0.86	426	0.0	True
2	arousal	0.86	169	0.0	True
2	beta	0.66	169	0.0	True
2	frontal_alpha	0.67	169	0.0	True
2	frontal_theta	0.34	169	0.0	True
2	gamma	0.52	169	0.0	True
2	hf-hrv	0.95	169	0.0	True
2	ibi	0.98	169	0.061	False
2	posterior_alpha	0.72	169	0.0	True
2	valence	0.91	169	0.0	True
3	arousal	0.95	576	0.0	True
3	beta	0.88	576	0.0	True
3	frontal_alpha	0.63	576	0.0	True
3	frontal_theta	0.53	576	0.0	True
3	gamma	0.82	576	0.0	True
3	hf-hrv	0.91	576	0.0	True
3	ibi	1.0	576	0.255	False
3	posterior_alpha	0.66	576	0.0	True
3	valence	0.9	576	0.0	True
