State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.86	219	0.0	True
0	beta	0.9	219	0.0	True
0	frontal_alpha	0.91	219	0.0	True
0	frontal_theta	0.9	219	0.0	True
0	gamma	0.5	219	0.0	True
0	hf-hrv	0.95	219	0.0	True
0	ibi	1.0	219	0.691	False
0	posterior_alpha	0.9	219	0.0	True
0	valence	0.87	219	0.0	True
1	arousal	0.92	426	0.0	True
1	beta	0.91	426	0.0	True
1	frontal_alpha	0.83	426	0.0	True
1	frontal_theta	0.92	426	0.0	True
1	gamma	0.77	426	0.0	True
1	hf-hrv	0.95	426	0.0	True
1	ibi	0.99	426	0.013	True
1	posterior_alpha	0.78	426	0.0	True
1	valence	0.76	426	0.0	True
2	arousal	0.94	169	0.0	True
2	beta	0.79	169	0.0	True
2	frontal_alpha	0.9	169	0.0	True
2	frontal_theta	0.9	169	0.0	True
2	gamma	0.59	169	0.0	True
2	hf-hrv	0.9	169	0.0	True
2	ibi	0.99	169	0.296	False
2	posterior_alpha	0.86	169	0.0	True
2	valence	0.84	169	0.0	True
3	arousal	0.89	576	0.0	True
3	beta	0.47	576	0.0	True
3	frontal_alpha	0.89	576	0.0	True
3	frontal_theta	0.89	576	0.0	True
3	gamma	0.26	576	0.0	True
3	hf-hrv	0.95	576	0.0	True
3	ibi	0.99	576	0.001	True
3	posterior_alpha	0.88	576	0.0	True
3	valence	0.89	576	0.0	True
