cr_v,cr_a,cr_dist,cr_angle,time
0.04899625048969233,-0.27040217978167136,0.7840478391035827,-0.37323138870431377,0.6696078431372549
0.04070788476913384,-0.23016411719258115,0.7615350598259942,-0.278064194703657,0.719607843137255
0.04300059615140885,-0.21763724292251913,0.7642426663970474,-0.2657301001299844,0.7774509803921569
0.04066820199661974,-0.2138563734125419,0.7729909493865628,-0.2685969790618912,0.8274509803921569
0.03071430331915238,-0.21602015206787148,0.779878229487616,-0.2784006270707308,0.8774509803921569
0.020718013322324032,-0.21474637357966372,0.7887203359628691,-0.2801330279303615,0.9274509803921568
0.018364362187189575,-0.20946549100547548,0.7922600365792575,-0.24896704748803042,0.9774509803921569
0.019067603328760514,-0.20297351366634878,0.7962008168566931,-0.17853459697963375,1.0274509803921568
0.023794945429355462,-0.2072640986400492,0.80704630286906,-0.27020580550264783,1.0774509803921568
0.01622915444494054,-0.2098056623738763,0.8099881170094998,-0.2660758157482128,1.1274509803921569
0.006971397042718374,-0.2107002305577493,0.8087732325488961,-0.26033708496297503,1.177450980392157
-0.0035215070860109697,-0.21375706997088215,0.8048510035909194,-0.25936828325242495,1.227450980392157
-0.006800413064719833,-0.2150177891311553,0.8003806062623727,-0.25652372531945533,1.277450980392157
-0.004738943643826487,-0.21351486082818005,0.7919179293678695,-0.25419636385155914,1.3274509803921568
-0.008473531526543109,-0.21147173269392677,0.7808140114236565,-0.3038829192191932,1.3774509803921569
-0.01630821589670666,-0.2115363044479635,0.7716092723277953,-0.32739542726160564,1.427450980392157
-0.017891411023771085,-0.2261081178438328,0.7819775097878412,-0.21796445979500148,1.4823529411764704
-0.024025194255226267,-0.22151080257190836,0.7816268333768907,-0.21727752743971596,1.5323529411764707
-0.032606540161155315,-0.21972050419703354,0.7859955749022883,-0.29674703483648807,1.5823529411764707
-0.04354974389551424,-0.2244526209305034,0.7898209605353415,-0.3327557099414269,1.6323529411764706
-0.05277800754221014,-0.22696226545648326,0.7883222485221528,-0.32499922541412063,1.6823529411764706
-0.05724732075957978,-0.22720599657594168,0.781510616049033,-0.3227861742791001,1.7323529411764707
-0.05653156502268779,-0.22863143907581693,0.7703065439514589,-0.31608018276182376,1.7823529411764705
-0.0603126595175658,-0.2257437917163428,0.7564193751198215,-0.3866586466504259,1.8323529411764707
-0.06843650650914979,-0.2242462323538234,0.7534223874615958,-0.4209088368475233,1.8823529411764706
-0.07313904661468867,-0.21832072000863292,0.7541635865233972,-0.3153121454953975,1.9323529411764706
-0.07106155401370268,-0.21408785128968397,0.7532954179065863,-0.27527525847887624,1.9931372549019608
-0.07147713612940036,-0.211050231792955,0.7553869808539023,-0.2741876659579937,2.0431372549019606
-0.07354795137499556,-0.20698546300902215,0.758945420885456,-0.27552517938770266,2.093137254901961
-0.07507281396948898,-0.19420631613388786,0.7671793173113267,-0.2615458332159514,2.1431372549019607
-0.07763567129737656,-0.18309302381230175,0.7758727639806122,-0.2609620659575155,2.1931372549019605
-0.08103305173105671,-0.17492867667389253,0.7822641356706077,-0.2602429783747848,2.243137254901961
-0.08365969030786045,-0.16802550680385833,0.7872517184264385,-0.2635494690845901,2.2931372549019606
-0.08950802083610448,-0.16536072374424945,0.7924063674225983,-0.2792760514410728,2.343137254901961
-0.09640061257416895,-0.1646963881169393,0.7971153986121067,-0.2865916536649361,2.3931372549019607
-0.10356782105912944,-0.1637703580188092,0.8014336863512351,-0.28120963151529077,2.4431372549019605
-0.11091213690370463,-0.16339439731825664,0.8034407776063043,-0.3218498413301109,2.493137254901961
-0.11759418156211326,-0.16332553209769776,0.8013050428857778,-0.39984851288479356,2.5431372549019606
-0.12518656275246876,-0.1621838996839623,0.797029775015593,-0.4058687380962845,2.593137254901961
-0.13276148487549938,-0.16149445388402475,0.7951543113738105,-0.40971742826029744,2.643137254901961
-0.1394718043969273,-0.15979424742294998,0.7951336681282365,-0.31087597401788797,2.6931372549019605
-0.1468815097936169,-0.15590490899995615,0.7955012613190326,-0.312901315601647,2.743137254901961
-0.15556828139315032,-0.1490928301198363,0.7959508179628516,-0.33483953389131876,2.7931372549019606
-0.16363572527210204,-0.14155267590370188,0.7986836652944267,-0.2815890819307153,2.843137254901961
-0.1707073825710458,-0.13505852585341777,0.8042117824398454,-0.3143617466241301,2.893137254901961
-0.1737531039039395,-0.13023318918402713,0.8109890632041039,-0.39302636994764867,2.9431372549019605
-0.17558267736792454,-0.12681353848217955,0.8180385079319036,-0.3468897413590267,2.993137254901961
-0.1787818038166979,-0.12350534419906264,0.8221589139747559,-0.2769654278107199,3.0431372549019606
-0.1791523182665135,-0.11873109441126031,0.8236046326422152,-0.25829480941859023,3.093137254901961
-0.17567748134657196,-0.11315366911460256,0.8307115055923482,-0.2409872338737016,3.143137254901961
-0.176868759518397,-0.10877536444829292,0.833434696443531,-0.24540224550568193,3.1931372549019605
-0.1809839867051209,-0.1041983625170047,0.8348179156846482,-0.24964692950308892,3.243137254901961
-0.1842330788959717,-0.10030436281760938,0.8352143345862956,-0.19770464084400569,3.2931372549019606
-0.18609154543866682,-0.0988758140134783,0.8376100465962137,-0.17989580911959557,3.343137254901961
-0.18965756538095546,-0.09870588855451684,0.8403542157642598,-0.2006716489584398,3.393137254901961
-0.19451580466852228,-0.09888608249983714,0.84202670842487,-0.1101305272130349,3.4431372549019605
-0.19963212548312556,-0.09862041218522867,0.8432995509324653,-0.11007833022380374,3.493137254901961
-0.20920127477265746,-0.09852384659646103,0.8485032919169554,-0.11633625362179896,3.5431372549019606
-0.22439406623279626,-0.09320134255736257,0.851910280734883,-0.12830427021626237,3.593137254901961
-0.23880340677061634,-0.07927166417104474,0.8480683451908937,-0.1001411591411885,3.643137254901961
-0.24861971368788852,-0.06522474741958799,0.8454074366122386,-0.07264382951915851,3.6931372549019605
-0.2595713033633425,-0.05779050143260524,0.847888183187186,0.005088194103186446,3.743137254901961
-0.2722786304729237,-0.04957863748272172,0.8488837055899136,0.08481591544355985,3.7931372549019606
-0.2878913786181475,-0.0380523381608115,0.8589546182012963,0.11684767646153271,3.843137254901961
-0.2997769381045071,-0.030021186760469717,0.8710618951759136,0.18792552448053124,3.893137254901961
-0.30850397294475584,-0.026380601330035613,0.878959058160981,0.24441837584369944,3.9431372549019605
-0.3176019740299999,-0.02335060457277017,0.8809755413877016,0.24316428700244075,3.993137254901961
-0.3250830214847118,-0.019334532167902752,0.8803495795254225,0.21384256104834756,4.043137254901961
-0.33027687644639697,-0.016988778454900627,0.8801038229839,0.12107368629232344,4.0931372549019605
-0.3336293236967311,-0.01589844372887641,0.8793266208605611,0.12293266542102739,4.143137254901961
-0.33390422270677406,-0.017664799622199922,0.8748895324261021,0.044989719290821,4.193137254901961
-0.33761703111396185,-0.022581753086858815,0.869282985747052,0.013834566302305095,4.243137254901961
-0.34728179644036855,-0.031072426137186807,0.868563161610162,0.025181514817123645,4.293137254901961
-0.3531666126581871,-0.035642696904406086,0.8683444405224031,-0.05337979483950989,4.3431372549019605
-0.35910091569176544,-0.03478462157552976,0.8676595080445068,-0.09876201785332667,4.393137254901961
-0.36262923355713156,-0.03267054376542538,0.8657832232700121,-0.19544782126428736,4.443137254901961
-0.36442248371147723,-0.029418888125887797,0.8654852519832908,-0.12719046523109828,4.493137254901961
-0.3684470868101492,-0.027720578428371223,0.8668990458083522,-0.01588029973706737,4.543137254901961
-0.37431538266739234,-0.026156105849652687,0.8674138378220791,0.10391455518329959,4.5931372549019605
-0.3820775336882458,-0.023650597166277605,0.8684140141887894,0.10141786166633533,4.643137254901961
-0.3878104616266959,-0.020657862155868914,0.8690259667435153,0.09939190337774195,4.693137254901961
-0.3938093925297828,-0.012809884553291647,0.8713984414694587,0.09892148491819419,4.748039215686274
-0.40286257861777053,-0.008731659252279162,0.8719427531675025,0.10147366660326296,4.798039215686275
-0.41466887217472476,-0.005598522431624635,0.8727035247628704,0.018362224608002256,4.848039215686274
-0.4247535589429329,0.0025929312059976032,0.8719168937703824,-0.031061563944320716,4.898039215686275
-0.43400012180591446,0.018568754968693858,0.872527408985935,-0.03634280816740818,4.948039215686275
-0.4382696030917365,0.03298372688544663,0.8788676943727138,0.07462354601536143,4.998039215686274
-0.44163021683242953,0.05610767087540552,0.8970110269705359,0.24535055166224815,5.048039215686274
-0.4422127966403892,0.06996310119386653,0.9039112428654257,0.30662541907115815,5.098039215686274
-0.45700585544635586,0.08117599638718746,0.9025826934000676,0.3106900294487714,5.148039215686275
-0.4785335839421706,0.09070928205081785,0.9046049773421686,0.32456111733776766,5.198039215686275
-0.49279292988115947,0.10156123440534773,0.9186008274803996,0.33080906869161125,5.248039215686274
-0.5014307850001051,0.10398453372490593,0.9230700404014226,0.33312379867971376,5.298039215686274
-0.5047326202856915,0.10509629303667886,0.9217656249996252,0.34316246752669055,5.348039215686274
-0.5058523737145239,0.10857365594975407,0.9218327311402156,0.30619142251235854,5.398039215686275
-0.5066271288896979,0.11321376251219673,0.9231737307171284,0.2899356208303174,5.448039215686275
-0.5079304380092774,0.11626277608889973,0.9247995973239079,0.27717071875154947,5.498039215686274
-0.5083069192000846,0.11552054911333216,0.9235785223666368,0.29975998780447505,5.548039215686274
-0.5065151005228506,0.11150621828442349,0.9172768919780256,0.38659172215259935,5.598039215686274
-0.5065754078147707,0.11186787515568332,0.9130641115812843,0.3687973753775242,5.648039215686275
-0.510836100741172,0.10992730521591655,0.9122876787793637,0.47263329202841603,5.698039215686275
-0.5184018064452643,0.10613947799346903,0.9128816077477854,0.48042826318888077,5.748039215686274
-0.5278185096168394,0.09992523380446736,0.9149737493272219,0.5818344042578334,5.798039215686274
-0.5375981777401255,0.09568411998197278,0.9189174145297115,0.6199971132036279,5.848039215686274
-0.5456821561865556,0.09283090120657117,0.9222573485400354,0.5774196294148587,5.898039215686275
-0.552024907696597,0.09075412036833945,0.9251493985140252,0.5762140325587736,5.948039215686275
-0.5563247541053625,0.08922993847420259,0.926296272812638,0.5733049353957558,5.998039215686274
-0.559619390997381,0.0880118141596092,0.9271211779276429,0.5690561247405723,6.048039215686274
-0.5614291160388927,0.08845043799037815,0.9278004266139065,0.5633872288407378,6.098039215686274
-0.5617786943318088,0.08684033232038431,0.9271168127763234,0.5600864870451648,6.148039215686275
-0.5615193629400052,0.08677106633798505,0.9267755792593878,0.5583338733283595,6.198039215686275
-0.5617034609491461,0.08798250683378125,0.9270515685617237,0.5532205498673799,6.248039215686274
-0.5619960138331009,0.08843436695399076,0.9268547671534206,0.5397696458330116,6.298039215686274
-0.562821710722169,0.08717355574626093,0.9266977811044863,0.5314771488611219,6.348039215686274
-0.5593452975106835,0.08548656909060455,0.9242508965243262,0.5329772463766925,6.398039215686275
-0.5493152313673936,0.08401236782703529,0.9209807801127058,0.5473688956378663,6.448039215686275
-0.5423684726825817,0.0846306797749927,0.9265841135030732,0.5633599889903663,6.498039215686274
-0.5406084236149574,0.0850170394913974,0.9337568048891204,0.567462082283242,6.548039215686274
-0.5374174087748065,0.08545909063140669,0.9424158316660397,0.5743204887543942,6.598039215686274
-0.5386757659115939,0.08668862400301772,0.9473114912153932,0.5820919740450177,6.648039215686275
-0.5410358299176931,0.09415402049983204,0.9487783021203241,0.5835554068710959,6.698039215686275
-0.5427680135898785,0.10251964369960087,0.9490513149814406,0.48470891116407266,6.748039215686274
-0.5447181284464979,0.1106866885198405,0.9507254143948071,0.4610152315535471,6.798039215686274
-0.5469611093652376,0.11773395905238349,0.9527520879093326,0.46134593148605807,6.848039215686274
-0.5493738860819598,0.12513461508102977,0.9535660525793208,0.46194665686609954,6.898039215686275
-0.5514939665743733,0.13296044098408535,0.9531590295182196,0.45908232042540026,6.948039215686275
-0.5549070768912364,0.1419150561795081,0.953488916126077,0.4471529271498255,6.998039215686274
-0.5585392350850714,0.1481457907357317,0.9560164592052909,0.5284333150801775,7.048039215686274
-0.5613835337984145,0.15046408796023036,0.9602340441547719,0.5538073770403393,7.098039215686274
-0.5610701194447452,0.14962175942188957,0.9642794137732157,0.5526255841159483,7.148039215686275
-0.5595564984182013,0.14901451937012075,0.9671675848976218,0.5508016093919342,7.198039215686275
-0.5586691465313732,0.15130733990772463,0.9687856051278361,0.6436115526388421,7.248039215686274
-0.5582508280451074,0.1589580687569274,0.9699124274458708,0.6489578265663877,7.298039215686274
-0.5579970815779656,0.1658532563039688,0.9698524547127129,0.7218577280039633,7.348039215686274
-0.5578076695142712,0.17170346254247704,0.9705606725629624,0.7576805184122715,7.398039215686275
-0.5572944363859366,0.17390807955929224,0.9707411101477702,0.7524936007983192,7.448039215686275
-0.5563020819810263,0.17223486732319807,0.9701939630386259,0.7070364384050851,7.498039215686274
-0.5543688071495074,0.170629644847334,0.9696020871684745,0.6263365160141144,7.548039215686274
-0.5529713819937194,0.17142590933511026,0.9705813005625304,0.6233184547056393,7.598039215686274
-0.5522424918433257,0.17328030596317942,0.9722954869565414,0.619138183421952,7.648039215686275
-0.5507190327456979,0.17631557802686473,0.9737676754020387,0.6169712059012837,7.698039215686275
-0.5484540842297305,0.1796814707037842,0.9748331837667593,0.614738553011426,7.748039215686274
-0.5451549255342875,0.18140283287234774,0.974041411763059,0.6131656859487468,7.798039215686274
-0.5424841157769172,0.18210515958090445,0.9737862870712144,0.6098243382136614,7.848039215686274
-0.5409986118506264,0.1837611484271102,0.9732677697531703,0.6056041846589715,7.898039215686275
-0.5401772574460676,0.18702878191617422,0.9720726594452979,0.601063671207507,7.948039215686274
-0.5385700843113358,0.19087913208516827,0.9704487600526996,0.639513468440952,7.998039215686274
-0.5371848077881546,0.1938692456040702,0.9687327769789528,0.7115949023629241,8.048039215686273
-0.5414659140267488,0.19531866493378847,0.9628272692076006,0.7105403440558288,8.098039215686274
-0.5495333378132073,0.1910950270274191,0.9515672670898161,0.6952397552720205,8.148039215686275
-0.5549893359303897,0.1843067843401802,0.9422597685848056,0.572077561356924,8.198039215686274
-0.5575076312692863,0.17740225905836,0.9488788987513864,0.4901071061726931,8.248039215686275
-0.5623800249983689,0.17481450581802338,0.9589066302773719,0.4734987033676352,8.298039215686273
-0.5667824762807194,0.17396817310258847,0.9671589313504798,0.46965166089208343,8.348039215686274
-0.5693963324476543,0.1728650660349685,0.9716245157400148,0.4674704231908794,8.398039215686275
-0.5728427020660398,0.1705774570387335,0.9740503183581464,0.4645078868055819,8.448039215686276
-0.5786958470410142,0.16808205324632142,0.9738391269344417,0.4587571553938338,8.498039215686275
-0.5909911752938046,0.16353809730640784,0.9752612050767462,0.4588179883677658,8.548039215686273
-0.6038687422938671,0.1619966287673103,0.9798065865832535,0.5327143223347667,8.598039215686274
-0.6129769846063949,0.162552499127657,0.9842202949820796,0.5249891219515892,8.648039215686275
-0.6185305375591511,0.16706943593949125,0.9844720898672128,0.5125106459941331,8.698039215686276
-0.6257145921122607,0.1718844673698561,0.9867409954351876,0.4928242300077759,8.748039215686275
-0.6334286652444873,0.1752802912317164,0.990457569944522,0.48148257971672503,8.798039215686273
-0.6393639276902278,0.178250397618565,0.9943621997861892,0.4724034897254444,8.848039215686274
-0.6421459410680374,0.1812792125468777,0.9980293813114013,0.46419346320322175,8.898039215686275
-0.6420813545922631,0.18485395268225754,1.0017339680637536,0.45577973568847063,8.948039215686276
-0.6409134418575795,0.18731630664423682,1.005209175530432,0.4494191334951421,8.998039215686275
-0.6410991093217131,0.1863917822545707,1.0078644948775728,0.45065480258923407,9.048039215686273
-0.6446274698825105,0.18435180005754176,1.008933401268608,0.46159947360342984,9.098039215686274
-0.6488890736475723,0.18374016070471122,1.011638855201604,0.47381104066624796,9.148039215686275
-0.6558280416667215,0.18318853206334149,1.0169878496380862,0.482011313716573,9.198039215686276
-0.6638988716914423,0.18338398081518728,1.0239774953328995,0.48386190563286574,9.248039215686275
