Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	37.25	0.0	[463, 370, 264, 296]	True
arousal	Levene	6.21	0.0	[463, 370, 264, 296]	True
valence	Barlett	28.57	0.0	[463, 370, 264, 296]	True
valence	Levene	24.55	0.0	[463, 370, 264, 296]	True
