time,cr_v,cr_a
46.16,0.437125,-0.2421875
46.19,0.44025,-0.2379375
46.23,0.44025000000000003,-0.23840625000000001
46.26,0.43971875,-0.239625
46.29,0.43928125,-0.24084375
46.33,0.43884375,-0.24209375
46.36,0.43840625,-0.24246874999999998
46.39,0.4378125,-0.24275
46.43,0.43740625,-0.24315625
46.46,0.437875,-0.243875
46.49,0.43865624999999997,-0.2448125
46.53,0.43928124999999996,-0.24571875
46.56,0.44006249999999997,-0.246875
46.59,0.4404375,-0.24996875
46.63,0.44096875,-0.25328125
46.66,0.4414375,-0.25640625
46.69,0.44171875,-0.25825
46.73,0.4420625,-0.2583125
46.76,0.4423125,-0.2583125
46.79,0.442625,-0.25837499999999997
46.83,0.444875,-0.26168749999999996
46.86,0.4475625,-0.26571875
46.89,0.450125,-0.26971875
46.93,0.452625,-0.27321875
46.96,0.4550625,-0.27521875
46.99,0.45740625,-0.2770625
47.03,0.45975,-0.2789375
47.06,0.4590625,-0.27640625
47.09,0.4560625,-0.27090625
47.13,0.453,-0.26546875
47.16,0.45037499999999997,-0.26053125
47.19,0.451625,-0.26053125
47.23,0.45290625,-0.26025
47.26,0.454125,-0.260125
47.29,0.45503125,-0.26028124999999996
47.33,0.45571875,-0.26025
47.36,0.45634375,-0.26028125
47.39,0.45696875,-0.2603125
47.43,0.457625,-0.26015625
47.46,0.45818749999999997,-0.26015625
47.49,0.45878125000000003,-0.260125
47.53,0.45953125,-0.2600625
47.56,0.46134375,-0.25915625
47.59,0.46321875,-0.25821875
47.63,0.46503125,-0.2574375
47.66,0.4653125,-0.256125
47.69,0.4641875,-0.25506249999999997
47.73,0.46315625,-0.25396874999999997
47.76,0.46190624999999996,-0.2528125
47.79,0.45921875,-0.25196875
47.83,0.456625,-0.251125
47.86,0.454,-0.250375
47.89,0.45225,-0.24934375
47.93,0.4519375,-0.247375
47.96,0.45165625,-0.245375
47.99,0.45134375,-0.243625
48.03,0.45165625,-0.244
48.06,0.45221875,-0.2445
48.09,0.45275,-0.24481250000000002
48.13,0.45346875,-0.2451875
48.16,0.4555625,-0.2448125
48.19,0.45771875,-0.2445
48.23,0.45978125000000003,-0.24421875
48.26,0.46140625,-0.248
48.29,0.46271875,-0.254625
48.33,0.46403125,-0.2611875
48.36,0.46553125,-0.26778125
48.39,0.467875,-0.2748125
48.43,0.47021875,-0.28196875
48.46,0.472625,-0.289125
48.49,0.47290625,-0.2860625
48.53,0.47209375,-0.2770625
48.56,0.4711875,-0.26809375
48.59,0.470625,-0.26046875
48.63,0.471,-0.26171875
48.66,0.4713125,-0.263125
48.69,0.47153125,-0.26446875
48.73,0.4718125,-0.26475
48.76,0.47215625,-0.2643125
48.79,0.47225,-0.26396875
48.83,0.4725625,-0.2641875
48.86,0.4753125,-0.2703125
48.89,0.47828125,-0.277125
48.93,0.48121875000000003,-0.2839375
48.96,0.4835,-0.28953125
48.99,0.48278125,-0.2894375
49.03,0.48181250000000003,-0.28946875
49.06,0.4809375,-0.28928125
49.09,0.479,-0.28621874999999997
49.13,0.47640625000000003,-0.281625
49.16,0.4736875,-0.27703125
49.19,0.47140625,-0.27321875
49.23,0.471,-0.27371875
49.26,0.47025,-0.2741875
49.29,0.46978125,-0.27465625
49.33,0.46940625,-0.2755625
49.36,0.4693125,-0.2774375
49.39,0.469125,-0.2795625
49.43,0.46890624999999997,-0.28121875
49.46,0.4689375,-0.2809375
49.49,0.46896875,-0.2805625
49.53,0.46903125,-0.28015625
49.56,0.46900000000000003,-0.2800625
49.59,0.4689375,-0.280125
49.63,0.46875,-0.28034375
49.66,0.46865625,-0.28059375
49.69,0.46834375,-0.280875
49.73,0.46803125,-0.28140624999999997
49.76,0.4675,-0.28190625
49.79,0.4670625,-0.2826875
49.83,0.46628125,-0.28359375
49.86,0.46596875,-0.284125
49.89,0.46525,-0.28475
49.93,0.46503125,-0.289875
49.96,0.465125,-0.2975625
49.99,0.46534375,-0.3053125
50.03,0.46546875,-0.31296875
50.06,0.46525,-0.3156875
50.09,0.46525,-0.3159375
50.13,0.4650625,-0.31615625
50.16,0.46503125,-0.316375
50.2,0.4625,-0.3153125
50.23,0.45971875,-0.3141875
50.26,0.4569375,-0.31303125
50.3,0.455125,-0.31115625
50.33,0.454125,-0.31003125
50.36,0.45303125,-0.30896875
50.4,0.4519375,-0.30790625
50.43,0.45075,-0.305125
50.46,0.44953125,-0.30221875
50.5,0.44825000000000004,-0.29928125
50.53,0.4471875,-0.29696875
50.56,0.44715625000000003,-0.294
50.6,0.4470625,-0.29109375
50.63,0.447125,-0.288125
50.66,0.44715625,-0.28890625
50.7,0.44725,-0.2905625
50.73,0.44728125,-0.29221874999999997
50.76,0.44771875,-0.2946875
50.8,0.4509375,-0.30096875
50.83,0.45415625,-0.307125
50.86,0.45734375,-0.3134375
50.9,0.45871875,-0.31475
50.93,0.4578125,-0.31006249999999996
50.96,0.45675,-0.30540625
51.0,0.454875,-0.30075
51.03,0.45003125,-0.2995
51.06,0.44509375,-0.29834375
51.1,0.4401875,-0.29721875
51.13,0.43796875,-0.29753124999999997
51.16,0.4391875,-0.3003125
51.2,0.440375,-0.30315625
51.23,0.44125000000000003,-0.30534374999999997
51.26,0.441125,-0.30609375
51.3,0.441,-0.30709375
51.33,0.44071875,-0.30809375
51.36,0.44003125,-0.307875
51.4,0.43625,-0.30196875
51.43,0.43259375,-0.2961875
51.46,0.4288125,-0.29025
51.5,0.42746875,-0.29346875
51.53,0.42721875,-0.2975
51.56,0.42696875,-0.30146875
51.6,0.42640625,-0.304
51.63,0.42396875,-0.3030625
51.66,0.4215,-0.302125
51.7,0.4190625,-0.30128125
51.73,0.41890625,-0.29956249999999995
51.76,0.41862499999999997,-0.29693749999999997
51.8,0.41840625,-0.2943125
51.83,0.4180625,-0.29171874999999997
51.86,0.41662499999999997,-0.285875
51.9,0.414875,-0.279125
51.93,0.41303125,-0.2723125
51.96,0.41196875,-0.2663125
52.0,0.413375,-0.26387499999999997
52.03,0.414875,-0.26118749999999996
52.06,0.41615625,-0.25865625
52.1,0.41946875,-0.26228124999999997
52.13,0.42378125,-0.2670625
52.16,0.42803125,-0.27184375
52.2,0.43215625,-0.2761875
52.23,0.43365625,-0.27765625
52.26,0.43503125,-0.2790625
52.3,0.43640625,-0.2805625
52.33,0.43590625,-0.2794375
52.36,0.432875,-0.27509374999999997
52.4,0.43003125,-0.27078125
52.43,0.427,-0.26646875
52.46,0.426625,-0.26475
52.5,0.42621875,-0.26315625
52.53,0.4256875,-0.26159374999999996
52.56,0.42515625,-0.26025
52.6,0.42446875,-0.26034375
52.63,0.4239375,-0.2604375
52.66,0.42328125,-0.26053125
52.7,0.42221875,-0.262
52.73,0.42112499999999997,-0.26471875
52.76,0.4199375,-0.26749999999999996
52.8,0.41875,-0.27065625
52.83,0.41703125,-0.2748125
52.86,0.4145625,-0.27899999999999997
52.9,0.41215625,-0.2831875
52.93,0.40953125,-0.28528125
52.96,0.40571875,-0.28484375
53.0,0.40225,-0.28428125
53.03,0.3986875,-0.28446875
53.06,0.39884375,-0.28675
53.1,0.4008125,-0.28946875
53.13,0.40275,-0.29225
53.16,0.4048125,-0.2935625
53.2,0.40521875,-0.2926875
53.23,0.4056875,-0.29184375
53.26,0.40603125,-0.29096875
53.3,0.4041875,-0.2885625
53.33,0.400625,-0.28428125
53.36,0.39696875,-0.27975
53.4,0.39359374999999996,-0.275375
53.43,0.3943125,-0.2754375
53.46,0.39515625,-0.27571874999999996
53.5,0.39590625,-0.275875
53.53,0.396875,-0.27603125
53.56,0.39778125,-0.27609374999999997
53.6,0.39878125,-0.27615625
53.63,0.3995625,-0.2761875
53.66,0.39971875,-0.2765625
53.7,0.399875,-0.27696875
53.73,0.4,-0.2774375
53.76,0.4000625,-0.27815625
53.8,0.39984375,-0.27949999999999997
53.83,0.39946875,-0.280875
53.86,0.39925,-0.28234375
53.9,0.399875,-0.28712499999999996
53.93,0.40115625,-0.29559375
53.96,0.40253125,-0.30393749999999997
54.0,0.40375,-0.3123125
54.03,0.40415625,-0.31159375
54.06,0.4041875,-0.30790625
54.1,0.40421875,-0.30421875
54.13,0.403625,-0.300125
54.16,0.4024375,-0.29521875
54.2,0.40128125,-0.29025
54.23,0.4000625,-0.28525
54.26,0.39953125,-0.28303125
54.3,0.39949999999999997,-0.28171875
54.33,0.39946875,-0.28046875
54.36,0.39940625,-0.27928125
54.4,0.39925,-0.278875
54.43,0.39934375,-0.27925
54.46,0.39921875,-0.2795625
54.5,0.40040625,-0.27975
54.53,0.402125,-0.27978125
54.56,0.4038125,-0.27975
54.6,0.40540625,-0.27975
54.63,0.4050625,-0.28015625
54.66,0.4048125,-0.280375
54.7,0.40446875,-0.2806875
54.73,0.404625,-0.280625
54.76,0.40540625,-0.2804375
54.8,0.40621875,-0.28021874999999996
54.83,0.40703125,-0.27996875
54.86,0.4065625,-0.27965625
54.9,0.40615625,-0.27925
54.93,0.40578125,-0.27890624999999997
54.96,0.405625,-0.27859375
55.0,0.40578125,-0.2784375
55.03,0.40590625,-0.27825
55.06,0.406,-0.2780625
55.1,0.40728125,-0.2759375
55.13,0.4089375,-0.27365625
55.16,0.41053125,-0.2714375
55.2,0.41203125,-0.27025
55.23,0.41278125,-0.26878124999999997
55.26,0.41353125,-0.26740625
55.3,0.41425,-0.2660625
55.33,0.41221875,-0.267375
55.36,0.410125,-0.26899999999999996
55.4,0.40790625,-0.270625
55.43,0.40575,-0.27228125
55.46,0.405625,-0.274125
55.5,0.40609375000000003,-0.27615625
55.53,0.406625,-0.27815625
55.56,0.4065625,-0.27934375
55.6,0.406875,-0.2791875
55.63,0.40784375,-0.27890624999999997
55.66,0.40875,-0.2786875
55.7,0.40965625,-0.27925
55.73,0.41053125,-0.2804375
55.76,0.4115,-0.2816875
55.8,0.41234375,-0.28309375
55.83,0.4136875,-0.2835
55.86,0.415125,-0.2835
55.9,0.41653125,-0.28353125
55.93,0.41903125,-0.283375
55.96,0.42262500000000003,-0.28315625
56.0,0.4261875,-0.28284375
56.03,0.4296875,-0.28265625
56.06,0.4321875,-0.28046875
56.1,0.43428125,-0.27790624999999997
56.13,0.43646875,-0.2753125
56.16,0.43884375,-0.2723125
56.2,0.4453125,-0.2601875
56.23,0.45146875,-0.24821875
56.26,0.4575625,-0.2364375
56.3,0.45715625,-0.23278125
56.33,0.4555,-0.232375
56.36,0.4539375,-0.23199999999999998
56.4,0.45340625,-0.23146875
56.43,0.45434375,-0.23178125
56.46,0.455125,-0.23234375
56.5,0.4559375,-0.23299999999999998
56.53,0.45618749999999997,-0.23334375
56.56,0.45640625,-0.23259375
56.6,0.4565625,-0.232125
56.63,0.4568125,-0.2311875
56.66,0.4560625,-0.22928125
56.7,0.4543125,-0.22665625
56.73,0.45253125,-0.22418749999999998
56.76,0.4510625,-0.22159375
56.8,0.4490625,-0.22175
56.83,0.4469375,-0.22193749999999998
56.86,0.44471875,-0.22218749999999998
56.9,0.44215625000000003,-0.22184375
56.93,0.44065624999999997,-0.2213125
56.96,0.43928125,-0.22090625
57.0,0.43753125,-0.220625
57.03,0.43315625,-0.22393749999999998
57.06,0.42903125,-0.22784375
57.1,0.42496875,-0.23178125
57.13,0.423125,-0.23578125
57.16,0.4233125,-0.24203124999999998
57.2,0.42390625,-0.24828125
57.23,0.424625,-0.25415625
57.26,0.42959375,-0.25725
57.3,0.4350625,-0.258
57.33,0.44078125,-0.2589375
57.36,0.44346875,-0.25771875
57.4,0.44375,-0.25556249999999997
57.43,0.444125,-0.25425
57.46,0.44437499999999996,-0.25296874999999996
57.5,0.4415,-0.25040625
57.53,0.43828125,-0.24434375
57.56,0.4349375,-0.23825
57.6,0.4319375,-0.23478125
57.63,0.43353125,-0.23409375
57.66,0.436125,-0.23424999999999999
57.7,0.43875,-0.234375
57.73,0.4414375,-0.23453125
57.76,0.442625,-0.23462499999999997
57.8,0.44356249999999997,-0.234625
57.83,0.4468125,-0.23734375
57.86,0.4505625,-0.24215625
57.9,0.45440625,-0.24703124999999998
57.93,0.45825,-0.251875
57.97,0.46153125,-0.25628124999999996
58.0,0.46403125,-0.25940625
58.03,0.46628125,-0.26271875
58.07,0.4685,-0.26609375
58.1,0.46984375,-0.2663125
58.13,0.4706875,-0.26437499999999997
58.17,0.47143749999999995,-0.26237499999999997
58.2,0.47221875,-0.260625
58.23,0.47575,-0.25853125
58.27,0.47931250000000003,-0.25637499999999996
58.3,0.48284375,-0.2541875
58.33,0.4845,-0.25321875
58.37,0.4821875,-0.25506249999999997
58.4,0.4796875,-0.2569375
58.43,0.47778125,-0.2590625
58.47,0.47828125,-0.26137499999999997
58.5,0.47875,-0.26359375
58.53,0.47921874999999997,-0.26590625
58.57,0.48046875,-0.26796875
58.6,0.48234374999999996,-0.27003125
58.63,0.48434375,-0.27203125
58.67,0.48671875,-0.27396875
58.7,0.49015624999999996,-0.27765625
58.73,0.493625,-0.28265625
58.77,0.49709375,-0.2875625
58.8,0.50121875,-0.29196875
58.83,0.5055625,-0.29525
58.87,0.50971875,-0.29840625
58.9,0.5138125,-0.3018125
58.93,0.51590625,-0.303625
58.97,0.5151875,-0.30265625
59.0,0.5145,-0.30153125
59.03,0.51346875,-0.29975
59.07,0.513375,-0.28928125
59.1,0.51340625,-0.27828125
59.13,0.513375,-0.2673125
59.17,0.51459375,-0.25915625
59.2,0.51815625,-0.2565
59.23,0.5216875,-0.25378125
59.27,0.5252187500000001,-0.25115624999999997
59.3,0.5260625,-0.2501875
59.33,0.52546875,-0.25021875
59.37,0.5249375000000001,-0.25034375
59.4,0.52359375,-0.2509375
59.43,0.5176875,-0.25465625
59.47,0.51178125,-0.2584375
59.5,0.50590625,-0.2620625
59.53,0.50334375,-0.267625
59.57,0.50084375,-0.2763125
59.6,0.49790625,-0.28496875
59.63,0.495125,-0.2935625
59.67,0.49506249999999996,-0.29334375
59.7,0.49715624999999997,-0.292
59.73,0.49928125,-0.2906875
59.77,0.49978125,-0.2885625
59.8,0.49496874999999996,-0.28309375
59.83,0.48909375,-0.27746875
59.87,0.48334375,-0.27184375
59.9,0.480875,-0.264125
59.93,0.4796875,-0.2564375
59.97,0.4786875,-0.24903124999999998
60.0,0.47753125,-0.24209375
0.07,0.0,0.00496875
0.1,0.0,0.003875
0.13,0.0,0.00278125
0.17,0.0,0.00165625
0.2,0.0,0.0005625
0.23,0.0,0.0
0.27,0.0,0.0
0.3,0.0,0.0
0.33,0.0,0.0
0.37,0.0,0.0
0.4,0.0,0.0
0.43,0.0,0.0
0.47,0.0,0.0
0.5,0.0,0.0
0.53,0.0,0.0
0.57,0.0,0.0
0.6,0.0,0.0
0.63,0.0,0.0
0.67,0.0,0.0
0.7,0.0,0.0
0.73,0.0,0.0
0.77,0.0,0.0
0.8,0.0,0.0
0.83,0.0,0.0
0.87,0.0,0.0
0.9,0.0,0.0
0.93,0.0,0.0
0.97,0.0,0.0
1.0,0.0,0.0
1.03,0.0,0.0
1.07,3.125e-05,0.0
1.1,0.0011875,0.0
1.13,0.00234375,-0.00171875
1.17,0.0035,-0.0039375
1.2,0.00371875,-0.00809375
1.23,0.0016562500000000002,-0.01590625
1.27,-0.00040625000000000036,-0.020625
1.3,-0.0024375000000000004,-0.02521875
1.33,-0.0035312499999999997,-0.0205625
1.37,-0.0041875,-0.011375000000000001
1.4,-0.004749999999999997,-0.0032499999999999985
1.43,-0.004593750000000001,0.005125000000000001
1.47,-0.0080625,0.0090625
1.5,-0.0115,0.01209375
1.53,-0.015,0.015125000000000001
1.57,-0.017687500000000002,0.017937500000000002
1.6,-0.0186875,0.019062499999999996
1.63,-0.01975,0.02028125
1.67,-0.02075,0.021312499999999998
1.7,-0.021156249999999998,0.018968750000000003
1.73,-0.02134375,0.01659375
1.77,-0.0215625,0.01415625
1.8,-0.018125,0.008000000000000004
1.83,-0.011468750000000002,0.00018749999999999843
1.87,-0.004781250000000001,-0.007656249999999996
1.9,0.0019687500000000017,-0.015437499999999996
1.93,-0.004062500000000003,-0.010531249999999999
1.97,-0.016593749999999997,0.0007812500000000007
2.0,-0.029093749999999998,0.01203125
2.03,-0.041625,0.02284375
2.07,-0.04434375,0.0235625
2.1,-0.04768750000000001,0.027156249999999996
2.13,-0.051312500000000004,0.03153125
2.17,-0.054843750000000004,0.03653125
2.2,-0.060375000000000005,0.042499999999999996
2.24,-0.06575,0.04596875
2.27,-0.07190625,0.05003125
2.3,-0.07496875,0.0515625
2.34,-0.07631249999999999,0.052593749999999995
2.37,-0.07715625,0.05371875
2.4,-0.07796875,0.05375
2.44,-0.07815625,0.052625000000000005
2.47,-0.07909375,0.0514375
2.5,-0.07996875,0.05025
2.54,-0.07815625,0.054343749999999996
2.57,-0.07653125000000001,0.0609375
2.6,-0.074875,0.067375
2.64,-0.07443749999999999,0.07212500000000001
2.67,-0.08053125,0.07559375
2.7,-0.086375,0.07909375
2.74,-0.092,0.0825625
2.77,-0.0976875,0.08596875
2.8,-0.10303125,0.09028125000000001
2.84,-0.108125,0.09496875
2.87,-0.113125,0.09965625
2.9,-0.11559375,0.101875
2.94,-0.11634375000000001,0.10346875
2.97,-0.11706250000000001,0.10515625
3.0,-0.11556250000000001,0.104875
3.04,-0.11365625000000001,0.10209375
3.07,-0.11181250000000001,0.09821875
3.1,-0.109875,0.09453125000000001
3.14,-0.10528125,0.09496875
3.17,-0.09984375000000001,0.0965625
3.2,-0.09446875000000002,0.09815625
3.24,-0.08987500000000001,0.0988125
3.27,-0.08837500000000001,0.09946875
3.3,-0.08659375,0.1006875
3.34,-0.08490625,0.1020625
3.37,-0.08325,0.1036875
3.4,-0.0821875,0.1043125
3.44,-0.08125,0.104625
3.47,-0.0801875,0.10496875
3.5,-0.07975,0.1050625
3.54,-0.07975,0.104625
3.57,-0.07996875,0.10409375
3.6,-0.08259375000000001,0.1039375
3.64,-0.08978125,0.10534375
3.67,-0.096625,0.10678125
3.7,-0.10346875,0.10815625
3.74,-0.10928125,0.111375
3.77,-0.110625,0.1135625
3.8,-0.11184375,0.11575
3.84,-0.11228125,0.11765624999999999
3.87,-0.11131250000000001,0.1189375
3.9,-0.11031250000000001,0.12075
3.94,-0.10934375,0.12271875
3.97,-0.11084375,0.12465625
4.0,-0.11325,0.1271875
4.04,-0.11590625,0.12975
4.07,-0.11837500000000001,0.13409375
4.1,-0.122625,0.14146875
4.14,-0.1275625,0.14815625
4.17,-0.13253125000000002,0.15487499999999998
4.2,-0.1370625,0.15925
4.24,-0.14065625,0.160625
4.27,-0.144125,0.1620625
4.3,-0.1475,0.16346875
4.34,-0.14559375,0.1654375
4.37,-0.1425625,0.16703125
4.4,-0.13946875,0.168625
4.44,-0.14040625,0.1698125
4.47,-0.14790625000000002,0.17215625
4.5,-0.1568125,0.17149999999999999
4.54,-0.16584375,0.17015625
4.57,-0.17040625,0.17109375
4.6,-0.17096875,0.17278125
4.64,-0.169375,0.17621875
4.67,-0.167875,0.17984375
4.7,-0.1715625,0.17584375
4.74,-0.17846875,0.17246875
4.77,-0.18534375,0.16928125
4.8,-0.18903125,0.17003125
4.84,-0.189,0.18071875
4.87,-0.189125,0.19021875
4.9,-0.18859375,0.1985625
4.94,-0.1869375,0.194375
4.97,-0.18653125,0.18721875
5.0,-0.18628125,0.179875
5.04,-0.1871875,0.17471875
5.07,-0.18937500000000002,0.17475000000000002
5.1,-0.19171875000000002,0.174875
5.14,-0.1940625,0.1750625
5.17,-0.19634375,0.1744375
5.2,-0.1985,0.172625
5.24,-0.20059375000000002,0.171
5.27,-0.20265625,0.1695
5.3,-0.2044375,0.17184375000000002
5.34,-0.20621875,0.1740625
5.37,-0.20803125,0.1761875
5.4,-0.20959375,0.17831249999999998
5.44,-0.21371874999999999,0.181
5.47,-0.220375,0.18325
5.5,-0.227,0.1851875
5.54,-0.22896875,0.18421875
5.57,-0.22734375,0.1825
5.6,-0.2245,0.18109375
5.64,-0.22128125,0.1796875
5.67,-0.21962500000000001,0.18078125
5.7,-0.21796875,0.182
5.74,-0.2161875,0.1831875
5.77,-0.21603125,0.18562499999999998
5.8,-0.21615625,0.18928125
5.84,-0.21509375,0.19315625
5.87,-0.2140625,0.19696875
5.9,-0.21209375,0.1995625
5.94,-0.21090625,0.202125
5.97,-0.21053125,0.20509375
6.0,-0.21025,0.2090625
6.04,-0.21009375,0.2130625
6.07,-0.2098125,0.2176875
6.1,-0.20953125,0.22215625
6.14,-0.2096875,0.22490625
6.17,-0.20984375,0.22634375
6.2,-0.20984375,0.2269375
6.24,-0.21006249999999999,0.22734375
6.27,-0.21178125,0.2274375
6.3,-0.212125,0.22721875
6.34,-0.2124375,0.2263125
6.37,-0.21121875,0.225625
6.4,-0.21075,0.22440625
6.44,-0.21090625,0.22465625
6.47,-0.2104375,0.2249375
6.5,-0.21115625,0.22490625
6.54,-0.21196875,0.22509375
6.57,-0.21271875,0.225125
6.6,-0.21365625,0.22540625
6.64,-0.21240625,0.22603125000000002
6.67,-0.211375,0.22634375
6.7,-0.21156250000000001,0.22671875
6.74,-0.22375,0.23390625
6.77,-0.23671875,0.24159375
6.8,-0.2498125,0.24909375
6.84,-0.25715625,0.25390625
6.87,-0.2540625,0.2546875
6.9,-0.25065625,0.25559375
6.94,-0.24731250000000002,0.2565
6.97,-0.24356250000000002,0.25271875
7.0,-0.23759375,0.24475
7.04,-0.23175,0.23653125
7.07,-0.22578125000000002,0.22875
7.1,-0.22928125,0.22884375
7.14,-0.23418750000000002,0.2291875
7.17,-0.2395,0.2296875
7.2,-0.24453125,0.2325
7.24,-0.24865625,0.2365625
7.27,-0.25225000000000003,0.240625
7.3,-0.25553125,0.2449375
7.34,-0.26121875,0.24906250000000002
7.37,-0.2673125,0.252375
7.4,-0.27296875,0.25578125
7.44,-0.27740625,0.257125
7.47,-0.27259375,0.25040625
7.5,-0.2681875,0.243875
7.54,-0.2636875,0.23734375
7.57,-0.26240625,0.230625
7.6,-0.26575,0.227
7.64,-0.26925,0.22296875
7.67,-0.2720625,0.22025
7.7,-0.27121875,0.2215
7.74,-0.2693125,0.22337500000000002
7.77,-0.26684375,0.2254375
7.8,-0.26496875,0.2251875
7.84,-0.2641875,0.2230625
7.87,-0.264625,0.22065625
7.9,-0.2635625,0.21871875
7.94,-0.26090625,0.21834375
7.97,-0.25725,0.217875
8.0,-0.25271875,0.21740625
8.04,-0.24828125,0.2165625
8.07,-0.24684375,0.21915625
8.1,-0.24665625,0.22221875
8.14,-0.24628125,0.2255
8.17,-0.2441875,0.229875
8.2,-0.24125,0.23415625
8.24,-0.2384375,0.23840625000000001
8.27,-0.236625,0.24178125
8.3,-0.23028125,0.238
8.34,-0.223875,0.23403125
8.37,-0.2174375,0.2301875
8.4,-0.21415625,0.2295625
8.44,-0.21165625000000002,0.2323125
8.47,-0.20921875,0.2349375
8.51,-0.20706249999999998,0.23771875
8.54,-0.20840625,0.23978125
8.57,-0.20956249999999998,0.24153125
8.6,-0.21059375,0.24321875
8.64,-0.20971875,0.24315625000000002
8.67,-0.20450000000000002,0.2411875
8.7,-0.1991875,0.23921875
8.74,-0.19393749999999998,0.23753125
8.77,-0.193625,0.23953125
8.8,-0.19946875,0.2458125
8.84,-0.20565624999999998,0.251875
8.87,-0.21278125,0.25865625000000003
8.9,-0.2163125,0.258875
8.94,-0.21978125,0.258625
8.97,-0.223125,0.2584375
9.01,-0.22321875,0.2606875
9.04,-0.22090625,0.26940625
9.07,-0.21865625,0.27884375
9.1,-0.21634375,0.28834375
9.14,-0.2163125,0.292375
9.17,-0.21518749999999998,0.294875
9.2,-0.21390625,0.29790625
9.24,-0.21359375,0.30003125
9.27,-0.21359375,0.301875
9.3,-0.2138125,0.30259375
9.34,-0.214125,0.30296875
9.37,-0.2159375,0.30325
9.4,-0.21728124999999998,0.30340625
9.44,-0.2183125,0.30365625
9.47,-0.219125,0.30393749999999997
9.51,-0.22278125,0.30746875
9.54,-0.22909375,0.311625
9.57,-0.235375,0.31596875
9.6,-0.23784375,0.3135
9.64,-0.2340625,0.3068125
9.67,-0.23065624999999998,0.3001875
9.7,-0.2270625,0.29359375
9.74,-0.2255,0.29521875000000003
9.77,-0.22459375,0.29975
9.8,-0.22375,0.30443749999999997
9.84,-0.22293749999999998,0.3091875
9.87,-0.2225625,0.31453125
9.91,-0.2221875,0.31984375
9.94,-0.22187500000000002,0.32515625
9.97,-0.22334375,0.327625
10.01,-0.22612500000000002,0.328125
10.04,-0.229,0.32859375
10.07,-0.23184375,0.329125
10.11,-0.23290625,0.32887500000000003
10.14,-0.23393750000000002,0.32871875
10.17,-0.2348125,0.32853125
10.21,-0.23575,0.32946875
10.24,-0.23671874999999998,0.33053125
10.27,-0.2378125,0.33165625
10.31,-0.23903125,0.33275
10.34,-0.239625,0.33459375
10.37,-0.23971874999999998,0.3368125
10.41,-0.23990625,0.33903125
10.44,-0.23996875,0.34053125
10.47,-0.240125,0.34084375
10.51,-0.2404375,0.3413125
10.54,-0.24090625,0.3415625
10.57,-0.2424375,0.342
10.61,-0.2446875,0.34221875
10.64,-0.24703124999999998,0.34234375
10.67,-0.24940625,0.343125
10.71,-0.2514375,0.34525
10.74,-0.25359375,0.3476875
10.77,-0.2558125,0.35009375
10.81,-0.25990625,0.3536875
10.84,-0.2650625,0.35825
10.87,-0.27009375,0.36303125
10.91,-0.275125,0.367625
10.94,-0.28103125,0.37253125
10.97,-0.28115625,0.37171875
11.01,-0.28140625,0.37109375
11.04,-0.2791875,0.36815625
11.07,-0.27934375,0.36753125
11.11,-0.280125,0.366875
11.14,-0.28084375,0.3663125
11.17,-0.28096875,0.366
11.21,-0.28071875,0.36675
11.24,-0.2803125,0.3675
11.27,-0.28003125,0.3683125
11.31,-0.27946875,0.3688125
11.34,-0.27903125,0.369375
11.37,-0.27859375,0.369875
11.41,-0.2783125,0.37034374999999997
11.44,-0.27609375,0.371375
11.47,-0.274125,0.37246875
11.51,-0.27221875,0.3735
11.54,-0.2725,0.37259375
11.57,-0.27328125,0.3708125
11.61,-0.27403125,0.369125
11.64,-0.27296875,0.36753125
11.67,-0.27296875,0.36746875
11.71,-0.27318749999999997,0.3671875
11.74,-0.27328125,0.367
11.77,-0.27346875,0.36584374999999997
11.81,-0.27390625,0.3639375
11.84,-0.27484375,0.36203124999999997
11.87,-0.27603125,0.36021875
11.91,-0.28084375,0.3641875
11.94,-0.28403125,0.3683125
11.97,-0.28728125,0.3725625
12.01,-0.28831249999999997,0.373
12.04,-0.283375,0.36659375
12.07,-0.27859375,0.3601875
12.11,-0.27390625,0.353875
12.14,-0.271625,0.353125
12.17,-0.27015625,0.35353125
12.21,-0.2685625,0.35403125
12.24,-0.26746875,0.35425
12.27,-0.26475,0.35421875
12.31,-0.2621875,0.35428125
12.34,-0.2595,0.35425
12.37,-0.25940625,0.35409375
12.41,-0.26146875,0.35403125
12.44,-0.26346875000000003,0.3540625
12.47,-0.26475,0.3540625
12.51,-0.2670625,0.35271875
12.54,-0.26909375,0.3513125
12.57,-0.2711875,0.3499375
12.61,-0.26778125,0.34721875
12.64,-0.26253125,0.34340625
12.67,-0.2574375,0.33975
12.71,-0.25215625,0.3360625
12.74,-0.250375,0.33768750000000003
12.77,-0.24978125,0.3413125
12.81,-0.2491875,0.3449375
12.84,-0.24828125,0.34875
12.87,-0.24771875000000002,0.35103125
12.91,-0.247,0.3531875
12.94,-0.24631250000000002,0.3554375
12.97,-0.2435,0.35140625
13.01,-0.24040625000000002,0.3459375
13.04,-0.23746875,0.3405
13.07,-0.23571875,0.33646875
13.11,-0.2368125,0.337375
13.14,-0.24028125,0.3385625
13.17,-0.24434375,0.33975
13.21,-0.247625,0.34084375
13.24,-0.2494375,0.342125
13.27,-0.2500625,0.3433125
13.31,-0.25078125,0.34453125
13.34,-0.25175000000000003,0.345625
