State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.55	219	0.0	True
0	beta	0.9	219	0.0	True
0	frontal_alpha	0.81	219	0.0	True
0	frontal_theta	0.94	219	0.0	True
0	gamma	0.85	219	0.0	True
0	hf-hrv	0.98	219	0.002	True
0	ibi	0.97	219	0.0	True
0	posterior_alpha	0.89	219	0.0	True
0	valence	0.93	219	0.0	True
1	arousal	0.78	426	0.0	True
1	beta	0.85	426	0.0	True
1	frontal_alpha	0.81	426	0.0	True
1	frontal_theta	0.97	426	0.0	True
1	gamma	0.59	426	0.0	True
1	hf-hrv	0.93	426	0.0	True
1	ibi	0.99	426	0.005	True
1	posterior_alpha	0.85	426	0.0	True
1	valence	0.81	426	0.0	True
2	arousal	0.77	169	0.0	True
2	beta	0.92	169	0.0	True
2	frontal_alpha	0.83	169	0.0	True
2	frontal_theta	0.97	169	0.002	True
2	gamma	0.82	169	0.0	True
2	hf-hrv	0.91	169	0.0	True
2	ibi	0.97	169	0.0	True
2	posterior_alpha	0.85	169	0.0	True
2	valence	0.92	169	0.0	True
3	arousal	0.6	576	0.0	True
3	beta	0.81	576	0.0	True
3	frontal_alpha	0.81	576	0.0	True
3	frontal_theta	0.91	576	0.0	True
3	gamma	0.5	576	0.0	True
3	hf-hrv	0.98	576	0.0	True
3	ibi	0.95	576	0.0	True
3	posterior_alpha	0.83	576	0.0	True
3	valence	0.87	576	0.0	True
