Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	130.39	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	34.39	0.0	[310, 342, 409, 331]	True
ibi	Barlett	25.18	0.0	[310, 342, 409, 331]	True
ibi	Levene	5.3	0.001	[310, 342, 409, 331]	True
