State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.78	230	0.0	True
0	frontal_alpha	0.85	230	0.0	True
0	frontal_theta	0.65	230	0.0	True
0	gamma	0.54	230	0.0	True
0	hf-hrv	0.97	230	0.0	True
0	ibi	0.93	230	0.0	True
0	posterior_alpha	0.79	230	0.0	True
1	beta	0.84	138	0.0	True
1	frontal_alpha	0.69	138	0.0	True
1	frontal_theta	0.72	138	0.0	True
1	gamma	0.69	138	0.0	True
1	hf-hrv	0.96	138	0.0	True
1	ibi	0.93	138	0.0	True
1	posterior_alpha	0.64	138	0.0	True
2	beta	0.82	575	0.0	True
2	frontal_alpha	0.76	575	0.0	True
2	frontal_theta	0.81	575	0.0	True
2	gamma	0.67	575	0.0	True
2	hf-hrv	0.96	575	0.0	True
2	ibi	0.93	575	0.0	True
2	posterior_alpha	0.69	575	0.0	True
3	beta	0.9	447	0.0	True
3	frontal_alpha	0.74	447	0.0	True
3	frontal_theta	0.7	447	0.0	True
3	gamma	0.72	447	0.0	True
3	hf-hrv	0.98	447	0.0	True
3	ibi	0.98	447	0.0	True
3	posterior_alpha	0.72	447	0.0	True
