State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.96	278	0.0	True
0	frontal_alpha	0.93	278	0.0	True
0	frontal_theta	0.96	278	0.0	True
0	gamma	0.85	278	0.0	True
0	posterior_alpha	0.93	278	0.0	True
1	beta	0.83	358	0.0	True
1	frontal_alpha	0.89	358	0.0	True
1	frontal_theta	0.97	358	0.0	True
1	gamma	0.71	358	0.0	True
1	posterior_alpha	0.91	358	0.0	True
2	beta	0.58	117	0.0	True
2	frontal_alpha	0.92	117	0.0	True
2	frontal_theta	0.97	117	0.01	True
2	gamma	0.44	117	0.0	True
2	posterior_alpha	0.87	117	0.0	True
3	beta	0.88	637	0.0	True
3	frontal_alpha	0.79	637	0.0	True
3	frontal_theta	0.97	637	0.0	True
3	gamma	0.6	637	0.0	True
3	posterior_alpha	0.78	637	0.0	True
