Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	72.43	0.0	[463, 370, 264, 296]	True
arousal	Levene	35.13	0.0	[463, 370, 264, 296]	True
valence	Barlett	14.71	0.002	[463, 370, 264, 296]	True
valence	Levene	7.41	0.0	[463, 370, 264, 296]	True
