State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.61	278	0.0	True
0	frontal_alpha	0.59	278	0.0	True
0	frontal_theta	0.68	278	0.0	True
0	gamma	0.52	278	0.0	True
0	posterior_alpha	0.54	278	0.0	True
1	beta	0.5	358	0.0	True
1	frontal_alpha	0.34	358	0.0	True
1	frontal_theta	0.94	358	0.0	True
1	gamma	0.43	358	0.0	True
1	posterior_alpha	0.32	358	0.0	True
2	beta	0.57	117	0.0	True
2	frontal_alpha	0.89	117	0.0	True
2	frontal_theta	0.94	117	0.0	True
2	gamma	0.51	117	0.0	True
2	posterior_alpha	0.76	117	0.0	True
3	beta	0.54	637	0.0	True
3	frontal_alpha	0.79	637	0.0	True
3	frontal_theta	0.93	637	0.0	True
3	gamma	0.53	637	0.0	True
3	posterior_alpha	0.65	637	0.0	True
