State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.57	219	0.0	True
0	beta	0.67	219	0.0	True
0	frontal_alpha	0.73	219	0.0	True
0	frontal_theta	0.93	219	0.0	True
0	gamma	0.47	219	0.0	True
0	hf-hrv	0.93	219	0.0	True
0	ibi	0.95	219	0.0	True
0	posterior_alpha	0.64	219	0.0	True
0	valence	0.84	219	0.0	True
1	arousal	0.69	426	0.0	True
1	beta	0.61	426	0.0	True
1	frontal_alpha	0.4	426	0.0	True
1	frontal_theta	0.83	426	0.0	True
1	gamma	0.66	426	0.0	True
1	hf-hrv	0.95	426	0.0	True
1	ibi	0.94	426	0.0	True
1	posterior_alpha	0.39	426	0.0	True
1	valence	0.85	426	0.0	True
2	arousal	0.64	169	0.0	True
2	beta	0.56	169	0.0	True
2	frontal_alpha	0.53	169	0.0	True
2	frontal_theta	0.65	169	0.0	True
2	gamma	0.54	169	0.0	True
2	hf-hrv	0.97	169	0.001	True
2	ibi	0.98	169	0.016	True
2	posterior_alpha	0.49	169	0.0	True
2	valence	0.9	169	0.0	True
3	arousal	0.53	576	0.0	True
3	beta	0.59	576	0.0	True
3	frontal_alpha	0.84	576	0.0	True
3	frontal_theta	0.98	576	0.0	True
3	gamma	0.43	576	0.0	True
3	hf-hrv	0.97	576	0.0	True
3	ibi	0.97	576	0.0	True
3	posterior_alpha	0.72	576	0.0	True
3	valence	0.88	576	0.0	True
