State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.93	219	0.0	True
0	beta	0.74	219	0.0	True
0	frontal_alpha	0.83	219	0.0	True
0	frontal_theta	0.9	219	0.0	True
0	gamma	0.61	219	0.0	True
0	hf-hrv	0.92	219	0.0	True
0	ibi	0.98	219	0.009	True
0	posterior_alpha	0.91	219	0.0	True
0	valence	0.7	219	0.0	True
1	arousal	0.97	426	0.0	True
1	beta	0.39	426	0.0	True
1	frontal_alpha	0.76	426	0.0	True
1	frontal_theta	0.89	426	0.0	True
1	gamma	0.39	426	0.0	True
1	hf-hrv	0.92	426	0.0	True
1	ibi	0.97	426	0.0	True
1	posterior_alpha	0.73	426	0.0	True
1	valence	0.49	426	0.0	True
2	arousal	0.97	169	0.0	True
2	beta	0.65	169	0.0	True
2	frontal_alpha	0.8	169	0.0	True
2	frontal_theta	0.85	169	0.0	True
2	gamma	0.63	169	0.0	True
2	hf-hrv	0.93	169	0.0	True
2	ibi	0.99	169	0.081	False
2	posterior_alpha	0.76	169	0.0	True
2	valence	0.65	169	0.0	True
3	arousal	0.93	576	0.0	True
3	beta	0.83	576	0.0	True
3	frontal_alpha	0.88	576	0.0	True
3	frontal_theta	0.96	576	0.0	True
3	gamma	0.74	576	0.0	True
3	hf-hrv	0.92	576	0.0	True
3	ibi	0.98	576	0.0	True
3	posterior_alpha	0.8	576	0.0	True
3	valence	0.78	576	0.0	True
