Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	67.6	0.0	[463, 370, 264, 296]	True
arousal	Levene	40.05	0.0	[463, 370, 264, 296]	True
valence	Barlett	301.62	0.0	[463, 370, 264, 296]	True
valence	Levene	113.51	0.0	[463, 370, 264, 296]	True
