State	Variable	Statistic	Samples	p-value	Significance
0	hf-hrv	0.61	310	0.0	True
0	ibi	0.82	310	0.0	True
1	hf-hrv	0.85	342	0.0	True
1	ibi	0.91	342	0.0	True
2	hf-hrv	0.79	409	0.0	True
2	ibi	0.9	409	0.0	True
3	hf-hrv	0.78	331	0.0	True
3	ibi	0.87	331	0.0	True
