State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.86	278	0.0	True
0	frontal_alpha	0.7	278	0.0	True
0	frontal_theta	0.91	278	0.0	True
0	gamma	0.86	278	0.0	True
0	posterior_alpha	0.66	278	0.0	True
1	beta	0.51	358	0.0	True
1	frontal_alpha	0.67	358	0.0	True
1	frontal_theta	0.95	358	0.0	True
1	gamma	0.49	358	0.0	True
1	posterior_alpha	0.71	358	0.0	True
2	beta	0.43	117	0.0	True
2	frontal_alpha	0.68	117	0.0	True
2	frontal_theta	0.97	117	0.011	True
2	gamma	0.39	117	0.0	True
2	posterior_alpha	0.66	117	0.0	True
3	beta	0.43	637	0.0	True
3	frontal_alpha	0.75	637	0.0	True
3	frontal_theta	0.9	637	0.0	True
3	gamma	0.32	637	0.0	True
3	posterior_alpha	0.86	637	0.0	True
