State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.83	278	0.0	True
0	frontal_alpha	0.45	278	0.0	True
0	frontal_theta	0.65	278	0.0	True
0	gamma	0.34	278	0.0	True
0	posterior_alpha	0.45	278	0.0	True
1	beta	0.77	358	0.0	True
1	frontal_alpha	0.28	358	0.0	True
1	frontal_theta	0.3	358	0.0	True
1	gamma	0.46	358	0.0	True
1	posterior_alpha	0.29	358	0.0	True
2	beta	0.87	117	0.0	True
2	frontal_alpha	0.69	117	0.0	True
2	frontal_theta	0.55	117	0.0	True
2	gamma	0.56	117	0.0	True
2	posterior_alpha	0.74	117	0.0	True
3	beta	0.84	637	0.0	True
3	frontal_alpha	0.38	637	0.0	True
3	frontal_theta	0.48	637	0.0	True
3	gamma	0.48	637	0.0	True
3	posterior_alpha	0.39	637	0.0	True
