State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.78	219	0.0	True
0	beta	0.97	219	0.0	True
0	frontal_alpha	0.96	219	0.0	True
0	frontal_theta	0.96	219	0.0	True
0	gamma	0.91	219	0.0	True
0	hf-hrv	0.75	219	0.0	True
0	ibi	0.87	219	0.0	True
0	posterior_alpha	0.88	219	0.0	True
0	valence	0.65	219	0.0	True
1	arousal	0.94	426	0.0	True
1	beta	0.95	426	0.0	True
1	frontal_alpha	0.95	426	0.0	True
1	frontal_theta	0.96	426	0.0	True
1	gamma	0.87	426	0.0	True
1	hf-hrv	0.56	426	0.0	True
1	ibi	0.9	426	0.0	True
1	posterior_alpha	0.79	426	0.0	True
1	valence	0.79	426	0.0	True
2	arousal	0.8	169	0.0	True
2	beta	0.94	169	0.0	True
2	frontal_alpha	0.88	169	0.0	True
2	frontal_theta	0.68	169	0.0	True
2	gamma	0.78	169	0.0	True
2	hf-hrv	0.66	169	0.0	True
2	ibi	0.87	169	0.0	True
2	posterior_alpha	0.66	169	0.0	True
2	valence	0.88	169	0.0	True
3	arousal	0.76	576	0.0	True
3	beta	0.9	576	0.0	True
3	frontal_alpha	0.94	576	0.0	True
3	frontal_theta	0.98	576	0.0	True
3	gamma	0.81	576	0.0	True
3	hf-hrv	0.71	576	0.0	True
3	ibi	0.86	576	0.0	True
3	posterior_alpha	0.65	576	0.0	True
3	valence	0.7	576	0.0	True
