Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	173.91	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	19.76	0.0	[310, 342, 409, 331]	True
ibi	Barlett	41.12	0.0	[310, 342, 409, 331]	True
ibi	Levene	14.93	0.0	[310, 342, 409, 331]	True
