State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.61	219	0.0	True
0	beta	0.61	219	0.0	True
0	frontal_alpha	0.51	219	0.0	True
0	frontal_theta	0.16	219	0.0	True
0	gamma	0.46	219	0.0	True
0	hf-hrv	0.97	219	0.0	True
0	ibi	1.0	219	0.797	False
0	posterior_alpha	0.52	219	0.0	True
0	valence	0.68	219	0.0	True
1	arousal	0.78	426	0.0	True
1	beta	0.55	426	0.0	True
1	frontal_alpha	0.42	426	0.0	True
1	frontal_theta	0.89	426	0.0	True
1	gamma	0.44	426	0.0	True
1	hf-hrv	0.98	426	0.0	True
1	ibi	0.99	426	0.006	True
1	posterior_alpha	0.45	426	0.0	True
1	valence	0.89	426	0.0	True
2	arousal	0.78	169	0.0	True
2	beta	0.72	169	0.0	True
2	frontal_alpha	0.48	169	0.0	True
2	frontal_theta	0.58	169	0.0	True
2	gamma	0.46	169	0.0	True
2	hf-hrv	0.96	169	0.0	True
2	ibi	0.99	169	0.213	False
2	posterior_alpha	0.53	169	0.0	True
2	valence	0.87	169	0.0	True
3	arousal	0.69	576	0.0	True
3	beta	0.71	576	0.0	True
3	frontal_alpha	0.35	576	0.0	True
3	frontal_theta	0.32	576	0.0	True
3	gamma	0.4	576	0.0	True
3	hf-hrv	0.96	576	0.0	True
3	ibi	1.0	576	0.338	False
3	posterior_alpha	0.38	576	0.0	True
3	valence	0.68	576	0.0	True
