Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	776.95	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	22.54	0.0	[310, 342, 409, 331]	True
ibi	Barlett	53.74	0.0	[310, 342, 409, 331]	True
ibi	Levene	10.86	0.0	[310, 342, 409, 331]	True
