Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	136.37	0.0	[463, 370, 264, 296]	True
arousal	Levene	26.73	0.0	[463, 370, 264, 296]	True
valence	Barlett	134.15	0.0	[463, 370, 264, 296]	True
valence	Levene	11.78	0.0	[463, 370, 264, 296]	True
