State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.95	230	0.0	True
0	frontal_alpha	0.66	230	0.0	True
0	frontal_theta	0.7	230	0.0	True
0	gamma	0.92	230	0.0	True
0	hf-hrv	0.89	230	0.0	True
0	ibi	0.98	230	0.003	True
0	posterior_alpha	0.54	230	0.0	True
1	beta	0.75	138	0.0	True
1	frontal_alpha	0.7	138	0.0	True
1	frontal_theta	0.94	138	0.0	True
1	gamma	0.68	138	0.0	True
1	hf-hrv	0.97	138	0.002	True
1	ibi	0.99	138	0.44	False
1	posterior_alpha	0.68	138	0.0	True
2	beta	0.93	575	0.0	True
2	frontal_alpha	0.62	575	0.0	True
2	frontal_theta	0.81	575	0.0	True
2	gamma	0.9	575	0.0	True
2	hf-hrv	0.93	575	0.0	True
2	ibi	0.99	575	0.049	True
2	posterior_alpha	0.49	575	0.0	True
3	beta	0.92	447	0.0	True
3	frontal_alpha	0.65	447	0.0	True
3	frontal_theta	0.96	447	0.0	True
3	gamma	0.89	447	0.0	True
3	hf-hrv	0.95	447	0.0	True
3	ibi	1.0	447	0.192	False
3	posterior_alpha	0.71	447	0.0	True
