State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.99	575	0.048	True
0	frontal_alpha	0.95	575	0.0	True
0	frontal_theta	0.83	575	0.0	True
0	gamma	0.99	575	0.0	True
0	hf-hrv	0.96	575	0.0	True
0	ibi	1.0	575	0.325	False
0	posterior_alpha	0.98	575	0.0	True
1	beta	0.99	447	0.07	False
1	frontal_alpha	0.93	447	0.0	True
1	frontal_theta	0.84	447	0.0	True
1	gamma	0.97	447	0.0	True
1	hf-hrv	0.98	447	0.0	True
1	ibi	0.99	447	0.001	True
1	posterior_alpha	0.96	447	0.0	True
2	beta	0.75	138	0.0	True
2	frontal_alpha	0.85	138	0.0	True
2	frontal_theta	0.77	138	0.0	True
2	gamma	0.69	138	0.0	True
2	hf-hrv	0.94	138	0.0	True
2	ibi	0.99	138	0.623	False
2	posterior_alpha	0.84	138	0.0	True
3	beta	0.89	230	0.0	True
3	frontal_alpha	0.79	230	0.0	True
3	frontal_theta	0.75	230	0.0	True
3	gamma	0.98	230	0.001	True
3	hf-hrv	0.94	230	0.0	True
3	ibi	0.98	230	0.004	True
3	posterior_alpha	0.66	230	0.0	True
