State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.99	358	0.061	False
0	frontal_alpha	0.96	358	0.0	True
0	frontal_theta	0.87	358	0.0	True
0	gamma	0.97	358	0.0	True
0	posterior_alpha	0.97	358	0.0	True
1	beta	0.99	278	0.137	False
1	frontal_alpha	0.97	278	0.0	True
1	frontal_theta	0.87	278	0.0	True
1	gamma	0.99	278	0.022	True
1	posterior_alpha	0.95	278	0.0	True
2	beta	0.84	117	0.0	True
2	frontal_alpha	0.9	117	0.0	True
2	frontal_theta	0.8	117	0.0	True
2	gamma	0.72	117	0.0	True
2	posterior_alpha	0.8	117	0.0	True
3	beta	1.0	637	0.223	False
3	frontal_alpha	0.96	637	0.0	True
3	frontal_theta	0.85	637	0.0	True
3	gamma	0.99	637	0.021	True
3	posterior_alpha	0.98	637	0.0	True
