State	Variable	Statistic	Samples	p-value	Significance
0	hf-hrv	0.95	310	0.0	True
0	ibi	0.92	310	0.0	True
1	hf-hrv	0.98	342	0.0	True
1	ibi	0.97	342	0.0	True
2	hf-hrv	0.96	409	0.0	True
2	ibi	0.92	409	0.0	True
3	hf-hrv	0.97	331	0.0	True
3	ibi	0.97	331	0.0	True
