Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	1993.65	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	145.1	0.0	[310, 342, 409, 331]	True
ibi	Barlett	512.05	0.0	[310, 342, 409, 331]	True
ibi	Levene	37.34	0.0	[310, 342, 409, 331]	True
