state	feature	mean	std	min	max
0	arousal	-0.06783878820214273	0.9386686213916544	-1.0692205614066548	2.0597520865798686
0	beta	-0.028787004357131645	0.9041361932668074	-1.2196619158755133	6.603703676676826
0	frontal_alpha	-0.006143476596665481	0.9523291083883854	-1.158794849633863	6.358520348473513
0	frontal_theta	0.017496562527616354	0.9547908029500431	-1.4402654164191362	5.924781363749513
0	gamma	-0.021573735592420026	0.8709272212797401	-0.8772229212806593	7.590514343515683
0	hf-hrv	0.2993990747471976	0.25864658729915574	-0.19386894220042328	0.8737717582418997
0	ibi	0.22954109536183678	0.8750766595560376	-2.359405736687383	2.5538028787176574
0	posterior_alpha	-0.014016547900088723	0.9560105745889135	-1.0871120179311717	7.081461525850165
0	valence	0.11096805165014849	0.9659234022334388	-1.403929161077072	1.5019230401738868
1	arousal	0.17772513304502705	0.9553768041644635	-1.076712614330225	1.8603528948272097
1	beta	0.0658893926059891	0.9554098559336669	-1.2145755793129855	6.266432464922236
1	frontal_alpha	0.07186662998450712	1.0415412715021788	-1.129986766299775	6.289835163940482
1	frontal_theta	-0.0038220189225023787	1.0049619393985327	-1.453798419940802	6.332939806859577
1	gamma	0.02395130235089852	0.9187291663055546	-0.9111980856499724	6.783542771164012
1	hf-hrv	-1.1817220965940731	0.34605404595882505	-2.0116204340052497	-0.5091411975081851
1	ibi	-0.6448524129769702	0.8432587691161153	-2.710696625134227	1.454645478242182
1	posterior_alpha	0.10812627393980398	1.0893371754887082	-1.0596544722777506	6.894185063150476
1	valence	-0.23113998008497696	0.8814829731926939	-1.398184635632516	1.3154417618844725
2	arousal	0.014107003508380367	0.9916771173758827	-1.0684185535341693	2.2472166165528975
2	beta	0.00045690653487817434	0.9851534070633275	-1.2196169581994925	8.160053295415736
2	frontal_alpha	-3.198274726163943e-05	0.9949357720987323	-1.1606439908606059	7.2951788092189025
2	frontal_theta	-0.016602134638835437	0.951124825115335	-1.4872010936961466	6.710072623999595
2	gamma	-0.008180527126997626	1.0061508129251426	-0.8988744442988803	9.922714399706415
2	hf-hrv	-0.4246790077831524	0.1924280160399279	-0.835209696234539	-0.029511643488762587
2	ibi	-0.08129203948214843	0.7684051317553015	-2.310106111292467	2.125153712120953
2	posterior_alpha	-0.007907178131013905	0.936214782236537	-1.0959459373962592	7.029364795590509
2	valence	-0.06414442915142549	0.9656190386494282	-1.4354632260540574	1.4619249065436812
3	arousal	-0.07472816531467916	0.8772840129402804	-1.0653175401554351	1.8969287177245884
3	beta	-0.006336135147354922	0.8971095394190803	-1.134341430709608	6.070433466427486
3	frontal_alpha	-0.04026827748139804	0.8732380208700357	-1.1253299152240352	5.536401965993789
3	frontal_theta	0.008061065466048753	0.8786666622160728	-1.3995570364042442	4.53633825326562
3	gamma	0.02571796199161377	0.8934338999278887	-0.8343227500008918	6.5022292923394
3	hf-hrv	1.5551049165359072	0.7622947960806682	0.5870679400241766	4.308269927136721
3	ibi	0.534260904976247	1.0870336057096286	-2.3009430546129854	3.715513684953073
3	posterior_alpha	-0.07238714272170554	0.8727114838096597	-1.0476211359667404	6.064618521394987
3	valence	0.21184826478505223	0.93572846299807	-1.35853341968457	1.4763477005209318
