state	mean_fractional_occupancy	std_fractional_occupancy	min_fractional_occupancy	max_fractional_occupancy	mean_lifetime	std_lifetime	min_lifetime	max_lifetime	mean_intervaltime	std_intervaltime	min_intervaltime	max_intervaltime
0	0.40815347721822537	0.07987595452245254	0.2589928057553957	0.6553956834532374	5.775373842615126	1.8696959262656458	2.944055944055944	11.090909090909092	18.442550261076985	6.696372252852557	8.725806451612904	43.21739130434783
1	0.3228002213613724	0.08082046702397808	0.08776978417266187	0.5352517985611511	6.017888947581093	2.7386469292472366	2.857142857142857	15.319148936170214	25.328743031274914	11.057257434449676	12.894736842105264	78.33333333333333
2	0.13464305478693966	0.0568571838501141	0.038129496402877695	0.2755395683453237	3.126255228012229	1.7456601796238205	1.2162162162162162	9.666666666666666	48.93603947672856	23.553448661051227	19.433962264150942	129.375
3	0.1344032466334625	0.04351989785070173	0.034532374100719423	0.218705035971223	1.4748634801419793	0.7220290691074375	0.7142857142857143	4.916666666666667	27.52682957285151	15.93573083356127	13.097826086956522	94.91666666666667
