State	Variable	Statistic	Samples	p-value	Significance
0	hf-hrv	0.69	310	0.0	True
0	ibi	0.99	310	0.183	False
1	hf-hrv	0.92	342	0.0	True
1	ibi	0.91	342	0.0	True
2	hf-hrv	0.96	409	0.0	True
2	ibi	0.97	409	0.0	True
3	hf-hrv	0.89	331	0.0	True
3	ibi	0.95	331	0.0	True
