Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	308.48	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	97.47	0.0	[310, 342, 409, 331]	True
ibi	Barlett	5.56	0.135	[310, 342, 409, 331]	False
ibi	Levene	1.79	0.148	[310, 342, 409, 331]	False
