State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.22	278	0.0	True
0	frontal_alpha	0.77	278	0.0	True
0	frontal_theta	0.79	278	0.0	True
0	gamma	0.28	278	0.0	True
0	posterior_alpha	0.73	278	0.0	True
1	beta	0.63	358	0.0	True
1	frontal_alpha	0.87	358	0.0	True
1	frontal_theta	0.9	358	0.0	True
1	gamma	0.32	358	0.0	True
1	posterior_alpha	0.86	358	0.0	True
2	beta	0.33	117	0.0	True
2	frontal_alpha	0.76	117	0.0	True
2	frontal_theta	0.84	117	0.0	True
2	gamma	0.24	117	0.0	True
2	posterior_alpha	0.83	117	0.0	True
3	beta	0.85	637	0.0	True
3	frontal_alpha	0.78	637	0.0	True
3	frontal_theta	0.87	637	0.0	True
3	gamma	0.61	637	0.0	True
3	posterior_alpha	0.69	637	0.0	True
