Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	109.23	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	23.58	0.0	[310, 342, 409, 331]	True
ibi	Barlett	64.46	0.0	[310, 342, 409, 331]	True
ibi	Levene	30.38	0.0	[310, 342, 409, 331]	True
