State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.78	463	0.0	True
0	valence	0.94	463	0.0	True
1	arousal	0.44	370	0.0	True
1	valence	0.75	370	0.0	True
2	arousal	0.88	264	0.0	True
2	valence	0.96	264	0.0	True
3	arousal	0.91	296	0.0	True
3	valence	0.91	296	0.0	True
