subject,video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value
4,1,"[2.5, 4.83]",2,"[2.67, 5.0, 7.67, 21.33, 32.33, 35.17, 36.83, 42.0, 55.33, 59.33]",10,l2,5,1
4,2,"[1.83, 6.33, 8.67, 20.33, 28.33, 32.17, 44.17, 55.0]",8,"[2.67, 6.33, 8.83]",3,l2,5,1
4,3,"[12.67, 24.5, 35.5, 37.17, 39.83, 42.33, 45.67, 46.5, 50.17, 50.5, 57.33, 58.5]",12,"[24.83, 34.0, 36.67, 39.83, 45.5, 46.5, 50.5, 51.0]",8,l2,5,1
4,4,"[7.0, 9.5, 15.33, 27.67, 30.33, 37.0, 49.33, 53.17]",8,"[16.17, 22.83, 25.33, 28.5, 30.67, 34.5, 49.83, 53.33]",8,l2,5,1
4,5,"[1.67, 29.83, 30.17, 41.67, 43.5, 51.5, 51.83, 57.0, 57.83]",9,"[21.67, 29.67, 41.83, 51.83]",4,l2,5,1
4,6,"[1.83, 18.83]",2,"[1.67, 12.33, 19.0, 24.17, 28.33, 37.33, 42.67, 46.0, 51.5]",9,l2,5,1
4,7,"[1.83, 6.83, 12.17, 19.83, 20.33, 21.5, 26.17, 32.83, 44.0, 45.0, 49.0, 49.5, 50.83, 53.17]",14,"[1.83, 3.0, 6.33, 12.17, 14.83, 17.83, 19.5, 32.33, 33.5, 34.33, 40.33, 41.67, 44.0, 45.17, 47.17, 49.0]",16,l2,5,1
4,8,"[2.0, 4.5, 7.0, 8.17, 11.17, 12.67, 19.0, 19.83, 23.33]",9,"[3.5, 4.33, 13.0, 22.0, 23.83, 38.0, 47.5, 56.0]",8,l2,5,1
