Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	177.98	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	41.73	0.0	[310, 342, 409, 331]	True
ibi	Barlett	189.75	0.0	[310, 342, 409, 331]	True
ibi	Levene	72.77	0.0	[310, 342, 409, 331]	True
