Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	54.73	0.0	[463, 370, 264, 296]	True
arousal	Levene	20.83	0.0	[463, 370, 264, 296]	True
valence	Barlett	236.64	0.0	[463, 370, 264, 296]	True
valence	Levene	52.79	0.0	[463, 370, 264, 296]	True
