State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.73	219	0.0	True
0	beta	0.9	219	0.0	True
0	frontal_alpha	0.61	219	0.0	True
0	frontal_theta	0.59	219	0.0	True
0	gamma	0.93	219	0.0	True
0	hf-hrv	0.91	219	0.0	True
0	ibi	0.93	219	0.0	True
0	posterior_alpha	0.6	219	0.0	True
0	valence	0.91	219	0.0	True
1	arousal	0.58	426	0.0	True
1	beta	0.62	426	0.0	True
1	frontal_alpha	0.54	426	0.0	True
1	frontal_theta	0.78	426	0.0	True
1	gamma	0.39	426	0.0	True
1	hf-hrv	0.82	426	0.0	True
1	ibi	0.86	426	0.0	True
1	posterior_alpha	0.63	426	0.0	True
1	valence	0.74	426	0.0	True
2	arousal	0.7	169	0.0	True
2	beta	0.69	169	0.0	True
2	frontal_alpha	0.53	169	0.0	True
2	frontal_theta	0.56	169	0.0	True
2	gamma	0.52	169	0.0	True
2	hf-hrv	0.93	169	0.0	True
2	ibi	0.93	169	0.0	True
2	posterior_alpha	0.57	169	0.0	True
2	valence	0.7	169	0.0	True
3	arousal	0.86	576	0.0	True
3	beta	0.34	576	0.0	True
3	frontal_alpha	0.6	576	0.0	True
3	frontal_theta	0.81	576	0.0	True
3	gamma	0.14	576	0.0	True
3	hf-hrv	0.85	576	0.0	True
3	ibi	0.96	576	0.0	True
3	posterior_alpha	0.61	576	0.0	True
3	valence	0.94	576	0.0	True
