State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.92	219	0.0	True
0	beta	0.45	219	0.0	True
0	frontal_alpha	0.82	219	0.0	True
0	frontal_theta	0.88	219	0.0	True
0	gamma	0.25	219	0.0	True
0	hf-hrv	0.97	219	0.0	True
0	ibi	0.98	219	0.001	True
0	posterior_alpha	0.73	219	0.0	True
0	valence	0.82	219	0.0	True
1	arousal	0.96	426	0.0	True
1	beta	0.94	426	0.0	True
1	frontal_alpha	0.58	426	0.0	True
1	frontal_theta	0.96	426	0.0	True
1	gamma	0.8	426	0.0	True
1	hf-hrv	0.97	426	0.0	True
1	ibi	0.96	426	0.0	True
1	posterior_alpha	0.41	426	0.0	True
1	valence	0.64	426	0.0	True
2	arousal	0.93	169	0.0	True
2	beta	0.87	169	0.0	True
2	frontal_alpha	0.82	169	0.0	True
2	frontal_theta	0.97	169	0.003	True
2	gamma	0.7	169	0.0	True
2	hf-hrv	0.94	169	0.0	True
2	ibi	0.96	169	0.0	True
2	posterior_alpha	0.69	169	0.0	True
2	valence	0.83	169	0.0	True
3	arousal	0.93	576	0.0	True
3	beta	0.6	576	0.0	True
3	frontal_alpha	0.75	576	0.0	True
3	frontal_theta	0.94	576	0.0	True
3	gamma	0.37	576	0.0	True
3	hf-hrv	0.99	576	0.0	True
3	ibi	1.0	576	0.86	False
3	posterior_alpha	0.53	576	0.0	True
3	valence	0.85	576	0.0	True
